response_id,call_timestamp,calling_source,matched_spot_time,matched_end_time,matched_tfn,station,creative,impressions,attribution_window,attribution_status,weight
1950,2024-07-01 10:58:11,800-713-8615,2024-07-01 10:58:11,2024-07-01 11:28:11,800-713-8615,Station B,Creative 3,228.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1950,2024-07-01 10:58:11,800-713-8615,2024-07-01 10:58:11,2024-07-01 11:28:11,800-713-8615,Station B,Creative 3,228.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1951,2024-07-01 11:01:25,800-564-4648,2024-07-01 11:01:25,2024-07-01 11:31:25,800-564-4648,Station C,Creative 2,976.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1951,2024-07-01 11:01:25,800-564-4648,2024-07-01 11:01:25,2024-07-01 11:31:25,800-564-4648,Station C,Creative 2,976.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1952,2024-07-01 07:06:34,800-390-6491,2024-07-01 07:06:34,2024-07-01 07:36:34,800-390-6491,Station C,Creative 2,945.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1952,2024-07-01 07:06:34,800-390-6491,2024-07-01 07:06:34,2024-07-01 07:36:34,800-390-6491,Station C,Creative 2,945.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1953,2024-07-01 07:52:04,800-308-2857,2024-07-01 07:52:04,2024-07-01 08:22:04,800-308-2857,Station C,Creative 2,888.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1953,2024-07-01 07:52:04,800-308-2857,2024-07-01 07:52:04,2024-07-01 08:22:04,800-308-2857,Station C,Creative 2,888.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1954,2024-07-01 08:11:38,800-912-1320,2024-07-01 08:11:15,2024-07-01 09:11:15,800-912-1320,Station B,Creative 3,289.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
1954,2024-07-01 08:11:38,800-912-1320,2024-07-01 08:11:15,2024-07-01 09:11:15,800-912-1320,Station B,Creative 3,289.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
1955,2024-07-01 08:25:22,800-766-9577,2024-07-01 08:25:22,2024-07-01 08:55:22,800-766-9577,Station A,Creative 1,995.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1955,2024-07-01 08:25:22,800-766-9577,2024-07-01 08:25:22,2024-07-01 08:55:22,800-766-9577,Station A,Creative 1,995.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1956,2024-07-01 08:27:44,800-308-2857,2024-07-01 07:52:04,2024-07-01 08:22:04,800-308-2857,Station C,Creative 2,888.0,30 minutes,Attributed (TFN only),
1957,2024-07-01 08:39:30,800-390-6491,2024-07-01 07:06:34,2024-07-01 07:36:34,800-390-6491,Station C,Creative 2,945.0,30 minutes,Attributed (TFN only),
1958,2024-07-01 08:27:21,800-308-2857,2024-07-01 07:52:04,2024-07-01 08:22:04,800-308-2857,Station C,Creative 2,888.0,30 minutes,Attributed (TFN only),
1959,2024-07-01 08:42:23,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1959,2024-07-01 08:42:23,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1960,2024-07-01 08:42:34,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1960,2024-07-01 08:42:34,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1961,2024-07-01 08:43:12,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1961,2024-07-01 08:43:12,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1962,2024-07-01 08:40:00,800-390-6491,2024-07-01 07:06:34,2024-07-01 07:36:34,800-390-6491,Station C,Creative 2,945.0,30 minutes,Attributed (TFN only),
1963,2024-07-01 08:46:39,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1963,2024-07-01 08:46:39,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1964,2024-07-01 08:44:07,800-481-2959,2024-07-01 08:42:58,2024-07-01 09:42:58,800-481-2959,Station C,Creative 2,253.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
1964,2024-07-01 08:44:07,800-481-2959,2024-07-01 08:42:58,2024-07-01 09:42:58,800-481-2959,Station C,Creative 2,253.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
1965,2024-07-01 08:49:00,800-249-2657,2024-07-01 08:49:00,2024-07-01 09:19:00,800-249-2657,Station A,Creative 3,802.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1965,2024-07-01 08:49:00,800-249-2657,2024-07-01 08:49:00,2024-07-01 09:19:00,800-249-2657,Station A,Creative 3,802.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1966,2024-07-01 08:41:18,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1966,2024-07-01 08:41:18,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1967,2024-07-01 08:43:07,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1967,2024-07-01 08:43:07,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1968,2024-07-01 08:42:43,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1968,2024-07-01 08:42:43,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1969,2024-07-01 08:43:00,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1969,2024-07-01 08:43:00,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1970,2024-07-01 08:42:12,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1970,2024-07-01 08:42:12,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1971,2024-07-01 08:51:58,800-950-3702,2024-07-01 08:50:53,2024-07-01 09:20:53,800-950-3702,Station A,Creative 2,639.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1971,2024-07-01 08:51:58,800-950-3702,2024-07-01 08:50:53,2024-07-01 09:20:53,800-950-3702,Station A,Creative 2,639.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1972,2024-07-01 08:51:06,800-342-1389,2024-07-01 08:42:35,2024-07-01 09:12:35,800-342-1389,Station C,Creative 1,322.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1972,2024-07-01 08:51:06,800-342-1389,2024-07-01 08:42:35,2024-07-01 09:12:35,800-342-1389,Station C,Creative 1,322.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1973,2024-07-01 10:06:59,800-301-9812,2024-07-01 10:06:59,2024-07-01 11:06:59,800-301-9812,Station A,Creative 1,492.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
1973,2024-07-01 10:06:59,800-301-9812,2024-07-01 10:06:59,2024-07-01 11:06:59,800-301-9812,Station A,Creative 1,492.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
1974,2024-07-01 10:19:53,800-781-8214,2024-07-01 07:52:35,2024-07-01 08:52:35,800-781-8214,Station C,Creative 3,615.0,60 minutes,Attributed (TFN only),
1975,2024-07-01 10:21:41,800-413-1481,2024-07-01 10:21:41,2024-07-01 10:51:41,800-413-1481,Station B,Creative 1,782.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1975,2024-07-01 10:21:41,800-413-1481,2024-07-01 10:21:41,2024-07-01 10:51:41,800-413-1481,Station B,Creative 1,782.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1976,2024-07-01 10:09:16,800-411-5008,2024-07-01 07:07:33,2024-07-01 07:37:33,800-411-5008,Station C,Creative 1,506.0,30 minutes,Attributed (TFN only),
1977,2024-07-01 09:51:24,800-261-1721,2024-07-01 09:50:17,2024-07-01 10:20:17,800-261-1721,Station B,Creative 2,749.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1977,2024-07-01 09:51:24,800-261-1721,2024-07-01 09:50:17,2024-07-01 10:20:17,800-261-1721,Station B,Creative 2,749.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1978,2024-07-01 09:45:16,800-731-2806,2024-07-01 00:10:01,2024-07-01 00:40:01,800-731-2806,Station B,Creative 2,576.0,30 minutes,Attributed (TFN only),
1979,2024-07-01 09:50:17,800-261-1721,2024-07-01 09:50:17,2024-07-01 10:20:17,800-261-1721,Station B,Creative 2,749.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1979,2024-07-01 09:50:17,800-261-1721,2024-07-01 09:50:17,2024-07-01 10:20:17,800-261-1721,Station B,Creative 2,749.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1980,2024-07-01 09:58:16,800-334-3284,2024-07-01 09:56:23,2024-07-01 10:26:23,800-334-3284,Station B,Creative 2,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1980,2024-07-01 09:58:16,800-334-3284,2024-07-01 09:56:23,2024-07-01 10:26:23,800-334-3284,Station B,Creative 2,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1981,2024-07-01 09:41:50,800-998-2101,2024-07-01 09:41:50,2024-07-01 10:11:50,800-998-2101,Station B,Creative 2,174.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1981,2024-07-01 09:41:50,800-998-2101,2024-07-01 09:41:50,2024-07-01 10:11:50,800-998-2101,Station B,Creative 2,174.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1982,2024-07-01 12:28:13,800-277-3143,2024-07-01 11:39:18,2024-07-01 12:09:18,800-277-3143,Station B,Creative 2,494.0,30 minutes,Attributed (TFN only),
1983,2024-07-01 12:26:34,800-278-7126,2024-07-01 12:26:34,2024-07-01 12:56:34,800-278-7126,Station C,Creative 2,802.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1983,2024-07-01 12:26:34,800-278-7126,2024-07-01 12:26:34,2024-07-01 12:56:34,800-278-7126,Station C,Creative 2,802.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1984,2024-07-01 11:51:58,800-757-2416,2024-07-01 11:50:32,2024-07-01 12:20:32,800-757-2416,Station B,Creative 1,859.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1984,2024-07-01 11:51:58,800-757-2416,2024-07-01 11:50:32,2024-07-01 12:20:32,800-757-2416,Station B,Creative 1,859.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1985,2024-07-01 12:21:18,800-704-0017,2024-07-01 12:20:57,2024-07-01 12:50:57,800-704-0017,Station A,Creative 3,171.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1985,2024-07-01 12:21:18,800-704-0017,2024-07-01 12:20:57,2024-07-01 12:50:57,800-704-0017,Station A,Creative 3,171.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1986,2024-07-01 12:14:44,800-358-6755,2024-07-01 11:38:39,2024-07-01 12:08:39,800-358-6755,Station C,Creative 2,877.0,30 minutes,Attributed (TFN only),
1987,2024-07-01 11:53:50,800-308-2857,2024-07-01 07:52:04,2024-07-01 08:22:04,800-308-2857,Station C,Creative 2,888.0,30 minutes,Attributed (TFN only),
1988,2024-07-01 12:04:00,800-771-9963,2024-07-01 12:04:00,2024-07-01 13:04:00,800-771-9963,Station B,Creative 3,823.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
1988,2024-07-01 12:04:00,800-771-9963,2024-07-01 12:04:00,2024-07-01 13:04:00,800-771-9963,Station B,Creative 3,823.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
1989,2024-07-01 11:23:59,800-308-2857,2024-07-01 07:52:04,2024-07-01 08:22:04,800-308-2857,Station C,Creative 2,888.0,30 minutes,Attributed (TFN only),
1990,2024-07-01 12:44:09,800-759-1037,2024-07-01 09:08:32,2024-07-01 09:38:32,800-759-1037,Station A,Creative 1,774.0,30 minutes,Attributed (TFN only),
1991,2024-07-01 12:47:01,800-931-8051,2024-07-01 07:22:31,2024-07-01 07:52:31,800-931-8051,Station A,Creative 2,826.0,30 minutes,Attributed (TFN only),
1992,2024-07-01 09:45:08,800-405-7718,2024-07-01 08:19:00,2024-07-01 08:49:00,800-405-7718,Station B,Creative 3,869.0,30 minutes,Attributed (TFN only),
1993,2024-07-01 09:39:53,800-308-2857,2024-07-01 07:52:04,2024-07-01 08:22:04,800-308-2857,Station C,Creative 2,888.0,30 minutes,Attributed (TFN only),
1994,2024-07-01 09:47:01,800-993-9813,2024-07-01 09:46:44,2024-07-01 10:16:44,800-993-9813,Station A,Creative 3,487.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1994,2024-07-01 09:47:01,800-993-9813,2024-07-01 09:46:44,2024-07-01 10:16:44,800-993-9813,Station A,Creative 3,487.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1995,2024-07-01 09:49:12,800-993-9813,2024-07-01 09:46:44,2024-07-01 10:16:44,800-993-9813,Station A,Creative 3,487.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1995,2024-07-01 09:49:12,800-993-9813,2024-07-01 09:46:44,2024-07-01 10:16:44,800-993-9813,Station A,Creative 3,487.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1996,2024-07-01 09:52:44,800-882-0987,2024-07-01 03:17:17,2024-07-01 04:17:17,800-882-0987,Station A,Creative 1,554.0,60 minutes,Attributed (TFN only),
1997,2024-07-01 09:53:54,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN only),
1998,2024-07-01 12:40:12,800-936-3993,2024-07-01 12:38:19,2024-07-01 13:08:19,800-936-3993,Station A,Creative 1,850.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1998,2024-07-01 12:40:12,800-936-3993,2024-07-01 12:38:19,2024-07-01 13:08:19,800-936-3993,Station A,Creative 1,850.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1999,2024-07-01 12:39:29,800-974-4951,2024-07-01 12:38:38,2024-07-01 13:08:38,800-974-4951,Station C,Creative 1,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
1999,2024-07-01 12:39:29,800-974-4951,2024-07-01 12:38:38,2024-07-01 13:08:38,800-974-4951,Station C,Creative 1,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2000,2024-07-01 12:41:26,800-333-0099,2024-07-01 12:40:28,2024-07-01 13:10:28,800-333-0099,Station B,Creative 3,598.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2000,2024-07-01 12:41:26,800-333-0099,2024-07-01 12:40:28,2024-07-01 13:10:28,800-333-0099,Station B,Creative 3,598.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2001,2024-07-01 12:39:55,800-974-4951,2024-07-01 12:38:38,2024-07-01 13:08:38,800-974-4951,Station C,Creative 1,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2001,2024-07-01 12:39:55,800-974-4951,2024-07-01 12:38:38,2024-07-01 13:08:38,800-974-4951,Station C,Creative 1,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2002,2024-07-01 12:39:01,800-974-4951,2024-07-01 12:38:38,2024-07-01 13:08:38,800-974-4951,Station C,Creative 1,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2002,2024-07-01 12:39:01,800-974-4951,2024-07-01 12:38:38,2024-07-01 13:08:38,800-974-4951,Station C,Creative 1,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2003,2024-07-01 12:38:46,800-974-4951,2024-07-01 12:38:38,2024-07-01 13:08:38,800-974-4951,Station C,Creative 1,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2003,2024-07-01 12:38:46,800-974-4951,2024-07-01 12:38:38,2024-07-01 13:08:38,800-974-4951,Station C,Creative 1,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2004,2024-07-01 12:31:15,800-908-7927,2024-07-01 12:31:15,2024-07-01 13:01:15,800-908-7927,Station C,Creative 1,148.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2004,2024-07-01 12:31:15,800-908-7927,2024-07-01 12:31:15,2024-07-01 13:01:15,800-908-7927,Station C,Creative 1,148.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2005,2024-07-01 10:45:01,800-343-0257,2024-07-01 10:45:01,2024-07-01 11:15:01,800-343-0257,Station C,Creative 1,459.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2005,2024-07-01 10:45:01,800-343-0257,2024-07-01 10:45:01,2024-07-01 11:15:01,800-343-0257,Station C,Creative 1,459.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2006,2024-07-01 10:27:13,800-852-1373,2024-07-01 10:27:13,2024-07-01 11:27:13,800-852-1373,Station C,Creative 2,827.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
2006,2024-07-01 10:27:13,800-852-1373,2024-07-01 10:27:13,2024-07-01 11:27:13,800-852-1373,Station C,Creative 2,827.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
2007,2024-07-01 09:58:35,800-269-3941,2024-07-01 09:29:36,2024-07-01 09:59:36,800-269-3941,Station C,Creative 1,437.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2007,2024-07-01 09:58:35,800-269-3941,2024-07-01 09:29:36,2024-07-01 09:59:36,800-269-3941,Station C,Creative 1,437.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2008,2024-07-01 10:10:18,800-364-1630,2024-07-01 08:41:18,2024-07-01 09:11:18,800-364-1630,Station A,Creative 3,587.0,30 minutes,Attributed (TFN only),
2009,2024-07-01 10:26:35,800-342-0506,2024-07-01 10:26:35,2024-07-01 10:56:35,800-342-0506,Station A,Creative 3,319.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2009,2024-07-01 10:26:35,800-342-0506,2024-07-01 10:26:35,2024-07-01 10:56:35,800-342-0506,Station A,Creative 3,319.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2010,2024-07-01 10:29:27,800-931-8051,2024-07-01 07:22:31,2024-07-01 07:52:31,800-931-8051,Station A,Creative 2,826.0,30 minutes,Attributed (TFN only),
2011,2024-07-01 11:07:59,800-231-0572,2024-07-01 11:06:59,2024-07-01 11:36:59,800-231-0572,Station B,Creative 3,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2011,2024-07-01 11:07:59,800-231-0572,2024-07-01 11:06:59,2024-07-01 11:36:59,800-231-0572,Station B,Creative 3,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2012,2024-07-01 11:11:07,800-411-5008,2024-07-01 07:07:33,2024-07-01 07:37:33,800-411-5008,Station C,Creative 1,506.0,30 minutes,Attributed (TFN only),
2013,2024-07-01 11:12:47,800-454-1178,2024-07-01 03:41:15,2024-07-01 04:11:15,800-454-1178,Station A,Creative 1,165.0,30 minutes,Attributed (TFN only),
2014,2024-07-01 11:14:21,800-310-1847,2024-07-01 11:14:21,2024-07-01 12:14:21,800-310-1847,Station A,Creative 2,875.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
2014,2024-07-01 11:14:21,800-310-1847,2024-07-01 11:14:21,2024-07-01 12:14:21,800-310-1847,Station A,Creative 2,875.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
2015,2024-07-01 11:18:31,800-763-0161,2024-07-01 11:18:31,2024-07-01 11:48:31,800-763-0161,Station A,Creative 2,437.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2015,2024-07-01 11:18:31,800-763-0161,2024-07-01 11:18:31,2024-07-01 11:48:31,800-763-0161,Station A,Creative 2,437.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2016,2024-07-01 11:22:02,800-251-6931,2024-07-01 11:21:28,2024-07-01 11:51:28,800-251-6931,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2016,2024-07-01 11:22:02,800-251-6931,2024-07-01 11:21:28,2024-07-01 11:51:28,800-251-6931,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2017,2024-07-01 11:04:12,800-214-9179,2024-07-01 11:04:12,2024-07-01 12:04:12,800-214-9179,Station C,Creative 3,198.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
2017,2024-07-01 11:04:12,800-214-9179,2024-07-01 11:04:12,2024-07-01 12:04:12,800-214-9179,Station C,Creative 3,198.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
2018,2024-07-01 11:06:59,800-231-0572,2024-07-01 11:06:59,2024-07-01 11:36:59,800-231-0572,Station B,Creative 3,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2018,2024-07-01 11:06:59,800-231-0572,2024-07-01 11:06:59,2024-07-01 11:36:59,800-231-0572,Station B,Creative 3,479.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
2019,2024-07-01 10:56:51,800-643-5065,2024-07-01 10:56:51,2024-07-01 11:56:51,800-643-5065,Station B,Creative 3,709.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
2019,2024-07-01 10:56:51,800-643-5065,2024-07-01 10:56:51,2024-07-01 11:56:51,800-643-5065,Station B,Creative 3,709.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
